"x"
-59.1663333333333
-58.9996666666667
-58.833
-58.6663333333333
-58.4996666666667
-58.333
-58.1663333333333
-57.9996666666667
-57.833
-57.6663333333333
-57.4996666666667
-57.333
-57.1663333333333
-56.9996666666667
-56.833
-56.6663333333333
-56.4996666666667
-56.333
-56.1663333333333
-55.9996666666667
-55.833
-55.6663333333333
-55.4996666666667
-55.333
-55.1663333333333
-54.9996666666667
-54.833
-54.6663333333333
-54.4996666666667
-54.333
-54.1663333333333
-53.9996666666667
-53.833
-53.6663333333333
-53.4996666666667
-53.333
-53.1663333333333
-52.9996666666667
-52.833
-52.6663333333333
-52.4996666666667
-52.333
-52.1663333333333
-51.9996666666667
-51.833
-51.6663333333333
-51.4996666666667
-51.333
-51.1663333333333
-50.9996666666667
-50.833
-50.6663333333333
-50.4996666666667
-50.333
-50.1663333333333
-49.9996666666667
-49.833
-49.6663333333333
-49.4996666666667
-49.333
-49.1663333333333
-48.9996666666667
-48.833
-48.6663333333333
-48.4996666666667
-48.333
-48.1663333333333
-47.9996666666667
-47.833
-47.6663333333333
-47.4996666666667
-47.333
-47.1663333333333
-46.9996666666667
-46.833
-46.6663333333333
-46.4996666666667
-46.333
-46.1663333333333
-45.9996666666667
-45.833
-45.6663333333333
-45.4996666666667
-45.333
-45.1663333333333
-44.9996666666667
-44.833
-44.6663333333333
-44.4996666666667
-44.333
-44.1663333333333
-43.9996666666667
-43.833
-43.6663333333333
-43.4996666666667
-43.333
-43.1663333333333
-42.9996666666667
-42.833
-42.6663333333333
-42.4996666666667
-42.333
-42.1663333333333
-41.9996666666667
-41.833
-41.6663333333333
-41.4996666666667
-41.333
-41.1663333333333
-40.9996666666667
-40.833
-40.6663333333333
-40.4996666666667
-40.333
-40.1663333333333
-39.9996666666667
-39.833
-39.6663333333333
-39.4996666666667
-39.333
-39.1663333333333
-38.9996666666667
-38.833
-38.6663333333333
-38.4996666666667
-38.333
-38.1663333333333
-37.9996666666667
-37.833
-37.6663333333333
-37.4996666666667
-37.333
-37.1663333333333
-36.9996666666667
-36.833
-36.6663333333333
-36.4996666666667
-36.333
-36.1663333333333
-35.9996666666667
-35.833
-35.6663333333333
-35.4996666666667
-35.333
-35.1663333333333
-34.9996666666667
-34.833
-34.6663333333333
-34.4996666666667
-34.333
-34.1663333333333
-33.9996666666667
-33.833
-33.6663333333333
-33.4996666666667
-33.333
-33.1663333333333
-32.9996666666667
-32.833
-32.6663333333333
-32.4996666666667
-32.333
-32.1663333333333
-31.9996666666667
-31.833
-31.6663333333333
-31.4996666666667
-31.333
-31.1663333333333
-30.9996666666667
-30.833
-30.6663333333333
-30.4996666666667
-30.333
-30.1663333333333
-29.9996666666667
-29.833
-29.6663333333333
-29.4996666666667
-29.333
-29.1663333333333
-28.9996666666667
-28.833
-28.6663333333333
-28.4996666666667
-28.333
-28.1663333333333
-27.9996666666667
-27.833
-27.6663333333333
-27.4996666666667
-27.333
-27.1663333333333
-26.9996666666667
-26.833
-26.6663333333333
-26.4996666666667
-26.333
-26.1663333333333
-25.9996666666667
-25.833
-25.6663333333333
-25.4996666666667
-25.333
-25.1663333333333
-24.9996666666667
-24.833
-24.6663333333333
-24.4996666666667
-24.333
-24.1663333333333
-23.9996666666667
-23.833
-23.6663333333333
-23.4996666666667
-23.333
-23.1663333333333
-22.9996666666667
-22.833
-22.6663333333333
-22.4996666666667
-22.333
-22.1663333333333
-21.9996666666667
-21.833
-21.6663333333333
-21.4996666666667
-21.333
-21.1663333333333
-20.9996666666667
-20.833
-20.6663333333333
-20.4996666666667
-20.333
-20.1663333333333
-19.9996666666667
-19.833
-19.6663333333333
-19.4996666666667
-19.333
-19.1663333333333
-18.9996666666667
-18.833
-18.6663333333333
-18.4996666666667
-18.333
-18.1663333333333
-17.9996666666667
-17.833
-17.6663333333333
-17.4996666666667
-17.333
-17.1663333333333
-16.9996666666667
-16.833
-16.6663333333333
-16.4996666666667
-16.333
-16.1663333333333
-15.9996666666667
-15.833
-15.6663333333333
-15.4996666666667
-15.333
-15.1663333333333
-14.9996666666667
-14.833
-14.6663333333333
-14.4996666666667
-14.333
-14.1663333333333
